freq1,noise,max_magnitude,total_gain_db,base_pwr_db,rssi,relpwr_db,avgpwr_db,snr
5845,-102,30,54,407,24,14,51,1.779343
2412,-95,48,74,380,5,13,56,-9.331192
2412,-95,66,74,380,4,13,55,-21.963226
2412,-95,49,74,380,9,11,58,-3.696167
2412,-95,50,74,380,4,12,56,-9.227295
2412,-95,45,74,380,5,13,55,-7.385727
2412,-95,60,74,380,6,11,55,-3.996414
2412,-95,33,74,380,5,12,55,-8.872231
2412,-95,52,74,380,5,12,55,-13.917465
2412,-95,80,74,380,6,11,57,-13.777237
2412,-95,65,72,381,9,13,56,-19.717186
2412,-95,53,74,380,5,10,54,-16.274643
2412,-95,49,74,380,3,12,55,-15.118431
2412,-95,59,74,380,4,11,55,-12.539841
2412,-95,64,74,380,6,12,55,-8.234131
2412,-95,63,74,380,5,12,54,-13.053314
2412,-95,38,74,380,5,12,54,-13.070274
2412,-95,56,74,380,5,13,55,-20.547920
2412,-95,57,74,380,6,10,55,-19.428253
2412,-95,53,74,380,5,10,54,-25.038910
2412,-95,38,74,380,4,12,54,-9.838882
2412,-95,52,74,380,4,11,55,-17.812080
2412,-95,63,74,380,5,11,55,-17.001816
2412,-95,55,74,380,4,12,55,-17.859512
2412,-95,51,74,380,5,11,54,-11.020599
2412,-95,50,78,376,7,10,60,-5.642784
2412,-95,34,75,378,6,12,56,-4.227493
2412,-95,49,79,375,6,15,62,-9.266624
2412,-95,30,77,376,6,11,58,-19.941467
2412,-95,54,77,376,7,12,59,-7.159607
2412,-95,75,77,376,6,6,57,-10.945160
2412,-95,44,78,376,6,11,59,-11.397766
2412,-95,50,78,376,6,11,58,-16.816010
2412,-95,34,78,376,6,10,58,-7.353745
2412,-95,36,78,376,6,12,59,-12.306091
2412,-95,42,77,376,5,10,58,-12.446594
2412,-95,32,77,376,6,12,58,-9.811920
2412,-95,42,66,387,13,23,58,-9.037941
2412,-95,40,76,378,5,13,58,-13.988594
2412,-95,74,65,389,18,13,55,14.087738
2412,-95,64,64,389,18,14,55,13.344833
2412,-95,60,65,389,17,10,54,-4.242599
2412,-95,55,65,389,18,13,56,8.129135
2412,-95,67,65,388,17,13,56,2.198494
2412,-95,67,66,387,17,11,56,7.785736
2412,-95,58,64,389,18,11,54,6.307991
2412,-95,64,65,388,18,8,55,-4.100174
2412,-95,64,66,388,18,11,56,7.657700
2412,-95,72,69,385,11,17,60,-4.074730
2412,-95,58,69,385,9,15,54,-12.613678
2412,-95,60,69,385,4,11,51,-9.263359
2412,-95,51,69,385,4,12,50,-15.242798
