freq1,noise,max_magnitude,total_gain_db,base_pwr_db,rssi,relpwr_db,avgpwr_db,snr
2412,-95,42,81,373,7,8,55,-12.716820
2412,-95,157,77,377,8,7,57,-19.966179
2412,-95,87,80,374,6,3,54,-25.841232
2412,-95,77,79,374,6,2,53,-24.610748
2412,-95,53,81,373,7,8,54,-13.779724
2412,-95,138,81,373,6,10,57,-9.883057
2412,-95,36,81,373,5,9,55,-27.245331
2412,-95,43,81,373,4,9,55,-18.648178
2412,-95,40,81,373,4,11,55,-28.871292
2412,-95,41,81,373,8,11,54,-17.449982
2412,-95,45,81,373,6,12,55,-13.791496
2412,-95,41,81,373,6,11,54,-15.744797
2412,-95,53,81,373,6,8,55,-20.034149
2412,-95,41,81,373,5,11,55,-15.278595
2412,-95,48,81,373,6,9,55,-7.883347
2412,-95,54,81,373,7,8,55,-9.738907
2412,-95,43,81,373,7,7,54,-14.331833
2412,-95,70,81,373,4,8,57,-11.877518
2412,-95,34,81,373,4,7,54,-9.358963
2412,-95,40,81,373,6,9,55,-12.891891
2412,-95,47,81,373,5,10,56,-14.067657
2412,-95,102,70,383,9,7,49,-26.797836
2412,-95,45,81,373,6,8,55,-10.822449
2412,-95,73,80,373,7,7,56,-16.749771
2412,-95,53,81,373,6,6,55,-14.117821
2412,-95,31,81,373,7,8,54,-inf
2412,-95,66,81,373,4,13,56,-16.544601
2412,-95,41,81,373,6,9,55,-10.963074
2412,-95,31,81,373,6,10,55,-13.978233
2412,-95,33,73,381,11,17,58,-8.205704
2412,-95,37,81,373,6,9,55,-14.973442
2412,-95,33,73,381,11,19,58,-12.856064
2412,-95,45,81,373,6,9,56,-10.330559
2412,-95,51,81,373,7,11,57,-10.134392
2412,-95,43,79,375,7,14,58,-7.726723
2412,-95,93,80,373,6,10,56,-29.933968
2412,-95,50,79,374,8,14,58,-5.026886
2412,-95,35,81,373,8,9,56,-11.464523
2412,-95,35,81,373,7,9,55,-15.606010
2412,-95,31,77,376,9,13,55,-3.304489
2412,-95,37,81,373,6,9,55,-20.074554
2412,-95,41,75,379,10,16,59,-10.421974
2412,-95,62,81,373,6,9,56,-14.562943
2412,-95,60,80,373,6,13,59,-2.050987
2412,-95,44,81,373,7,8,55,-19.377396
2412,-95,37,81,373,5,10,56,-14.234512
2412,-95,57,81,373,6,10,55,-12.365768
2412,-95,34,73,380,11,19,58,-10.408852
2412,-95,59,81,373,6,10,57,-8.398064
2412,-95,42,81,373,6,8,54,-12.588379
2412,-95,33,81,373,4,10,56,-19.704514
2412,-95,44,75,379,10,17,59,-13.299263
2412,-95,55,81,373,5,10,59,-12.964226
2412,-95,24,74,380,8,10,50,-8.434525
2412,-95,39,81,373,6,12,56,-7.679146
2412,-95,67,81,373,7,13,56,-4.456528
2412,-95,52,74,379,9,16,59,-8.640747
2412,-95,59,81,373,5,10,56,-14.263428
2412,-95,44,81,373,6,8,54,-13.013901
2412,-95,47,74,379,9,20,60,-16.113823
2412,-95,36,81,373,6,14,56,-13.211662
2412,-95,42,81,373,7,14,57,-17.436974
2412,-95,41,81,373,7,10,56,-12.503647
2412,-95,25,81,373,6,8,54,-15.342476
2412,-95,28,78,375,8,18,57,-10.908554
2412,-95,96,69,384,9,5,50,-16.123283
2412,-95,125,71,383,9,12,51,-28.106247
2412,-95,55,80,373,7,6,54,-5.231331
2412,-95,95,81,373,5,7,56,-17.533920
2412,-95,93,74,380,7,12,57,-12.576973
2412,-95,46,81,373,7,13,55,-19.459137
2412,-95,98,60,393,19,1,49,-inf
2412,-95,65,80,373,7,3,54,-24.640549
2412,-95,27,81,373,6,11,54,-24.751816
2412,-95,42,80,374,7,16,59,-6.821457
2412,-95,91,79,375,8,8,55,-17.842056
2412,-95,51,79,374,8,19,59,-6.905823
2412,-95,39,81,373,3,9,55,-inf
2412,-95,47,78,376,9,13,57,1.736694
2412,-95,40,81,373,5,9,55,-14.945374
2412,-95,56,79,375,7,13,58,-14.599281
2412,-95,47,81,373,9,13,60,-1.420639
2412,-95,33,79,374,7,13,57,-4.878944
2412,-95,40,81,373,4,11,57,-17.496040
2412,-95,47,81,373,7,12,55,-13.005432
2412,-95,46,81,373,6,8,54,-15.965134
2412,-95,62,72,382,9,7,53,-5.970322
2412,-95,42,72,382,9,5,53,-9.534546
2412,-95,39,81,373,6,7,55,-15.897087
2412,-95,47,79,375,7,13,59,-2.118271
2412,-95,112,77,376,6,62,52,-16.522461
2412,-95,31,78,375,8,14,57,-3.468170
2412,-95,50,81,373,8,9,55,-14.878014
2412,-95,52,81,373,5,9,55,-21.154236
2412,-95,55,80,373,7,14,59,-14.313156
2412,-95,51,81,373,7,8,55,-6.965805
2412,-95,36,81,373,7,8,55,-8.946854
2412,-95,92,80,373,6,8,56,-10.643860
2412,-95,40,81,373,9,9,54,-12.846909
2412,-95,50,81,373,7,9,55,-15.388817
2412,-95,46,75,379,9,15,59,-22.342575
2412,-95,39,74,379,10,16,58,-12.336052
2412,-95,41,73,381,11,18,58,-15.574806
2412,-95,56,75,378,10,12,59,-11.551674
2412,-95,53,81,373,4,10,55,-18.827980
2412,-95,54,81,373,5,9,55,-27.229767
2412,-95,29,81,373,7,9,55,-6.675888
2412,-95,39,81,373,6,13,55,-14.255615
2412,-95,74,42,412,48,13,63,32.738762
2412,-95,42,81,373,6,8,55,-12.480659
2412,-95,31,81,373,5,7,54,-19.821587
2412,-95,39,81,373,7,8,55,-15.653419
2412,-95,39,81,373,6,9,55,-26.347702
2412,-95,33,81,373,5,10,54,-16.808899
2412,-95,57,48,405,35,9,57,13.354095
2412,-95,41,81,373,6,11,54,-9.141052
2412,-95,51,81,373,6,10,55,-3.467545
2412,-95,48,81,373,7,8,55,-10.189995
2412,-95,98,77,377,8,8,54,-19.335541
2412,-95,43,81,373,5,9,55,-inf
2412,-95,46,81,373,7,8,55,-7.123558
2412,-95,47,81,373,7,9,56,-14.299316
2412,-95,43,81,373,6,9,56,-20.744019
2412,-95,39,81,373,6,10,55,-16.915161
2412,-95,52,81,373,6,10,56,-17.194527
2412,-95,132,73,381,9,7,54,-19.891769
2412,-95,123,72,381,9,7,52,-27.675461
2412,-95,43,81,373,6,7,54,-6.344223
2412,-95,40,81,373,5,7,54,-20.061668
2412,-95,105,76,378,5,61,50,-13.084358
2412,-95,49,81,373,5,9,56,-19.023567
2412,-95,114,77,377,7,8,54,-29.706169
2412,-95,75,76,377,6,10,56,-30.137360
2412,-95,55,81,373,5,9,55,-13.004425
2412,-95,38,81,373,8,5,54,-14.855576
2412,-95,83,81,373,6,3,54,-inf
2412,-95,96,81,373,7,5,56,-21.468010
2412,-95,39,81,373,5,9,55,-27.382965
2412,-95,34,81,373,7,7,54,-10.531235
2412,-95,41,81,373,6,7,54,-15.757690
2412,-95,42,81,373,7,8,55,-6.861084
2412,-95,42,81,373,5,10,56,-10.513741
2412,-95,51,81,373,5,10,56,-12.648811
2412,-95,37,81,373,5,9,55,-17.705490
2412,-95,49,81,373,5,9,55,-16.846909
2412,-95,115,68,385,18,14,53,-12.482475
2412,-95,102,68,385,17,13,52,-9.754730
2412,-95,107,70,383,16,14,55,-9.634811
2412,-95,99,70,383,17,15,54,-14.429367
2412,-95,117,70,383,16,14,55,-12.654984
2412,-95,90,69,384,18,13,55,-7.332321
2412,-95,121,69,385,19,12,53,-3.901237
2412,-95,115,71,383,16,13,56,-5.451767
2412,-95,144,70,383,17,13,53,-14.899811
2412,-95,156,76,378,8,6,56,-22.123680
2412,-95,48,81,373,6,10,55,-11.399231
2412,-95,83,80,374,6,3,54,-14.863602
2412,-95,42,81,373,5,7,54,-14.268570
2412,-95,30,81,373,6,8,55,-16.751831
2412,-95,48,81,373,6,8,55,-7.454964
2412,-95,44,81,373,6,10,55,-14.700378
2412,-95,105,70,384,10,2,51,-26.469910
2412,-95,41,81,373,6,13,55,-11.048363
2412,-95,81,78,376,6,2,52,-22.998207
2412,-95,89,79,375,5,1,53,-12.086334
2412,-95,27,74,379,7,9,49,-9.553513
2412,-95,28,69,385,7,10,44,-6.521828
2412,-95,34,69,385,6,11,45,-inf
2412,-95,37,69,385,5,8,45,-inf
2412,-95,23,74,379,8,8,49,-5.545883
2412,-95,32,69,385,7,9,45,-inf
2412,-95,44,69,385,8,3,46,-14.430382
2412,-95,28,74,379,6,11,48,-13.098236
2412,-95,32,74,379,5,7,48,-19.548447
2412,-95,30,74,379,6,7,49,-13.696487
2412,-95,34,74,379,6,6,48,-9.111404
2412,-95,30,74,379,5,8,48,-20.171959
2412,-95,26,74,379,5,8,48,-13.512589
2412,-95,30,74,379,5,8,48,-19.471581
2412,-95,22,74,379,7,8,48,-10.799576
2412,-95,33,74,379,7,10,48,-11.341026
2412,-95,23,74,379,6,8,47,-11.708519
2412,-95,33,74,379,5,8,48,-19.548447
2412,-95,24,74,379,7,10,49,-11.054253
2412,-95,71,74,379,7,9,52,-14.691605
2412,-95,26,74,379,7,12,50,-9.499832
2417,-102,54,47,414,42,23,59,16.651810
2417,-102,109,74,386,11,5,53,-4.536133
2417,-102,86,74,386,9,6,54,-1.380898
2417,-102,35,74,386,6,5,52,-14.619545
2417,-102,38,74,386,5,1,49,-8.117538
2417,-102,32,74,386,5,0,49,-10.576401
2417,-102,44,74,386,5,1,51,-7.814880
2417,-102,40,74,386,5,1,50,-11.941177
2417,-102,46,74,386,6,4,51,-7.362091
2417,-102,44,74,386,6,0,49,-inf
2417,-102,43,74,386,5,63,50,-20.965973
2417,-102,49,74,386,5,0,49,-inf
2417,-102,36,74,386,5,4,51,-15.718826
2417,-102,37,74,386,5,5,50,-inf
2417,-102,34,74,386,5,2,49,-13.145805
2417,-102,37,74,386,5,1,49,-14.306946
2417,-102,28,74,386,6,2,50,-20.242821
2417,-102,43,74,386,4,3,50,-17.029480
2417,-102,50,74,386,6,5,51,-inf
2417,-102,42,74,386,5,63,49,-19.608978
2417,-102,34,74,386,5,60,48,-18.765770
2417,-102,34,74,386,6,0,49,-9.440674
2417,-102,36,74,386,5,2,50,-14.637878
2417,-102,34,74,386,5,0,49,-14.578468
2417,-102,37,74,386,5,1,49,-13.934845
2417,-102,42,74,386,4,62,46,-inf
2417,-102,38,74,386,4,63,49,-8.567780
2417,-102,45,74,386,5,11,49,-19.149734
2417,-102,80,76,384,5,60,52,-9.380142
2417,-102,65,76,384,4,60,49,-23.143295
2417,-102,79,76,385,6,63,53,-9.725815
2417,-102,55,75,385,5,60,50,-9.432632
2417,-102,56,66,394,12,55,45,-inf
2417,-102,51,66,395,12,57,47,3.249390
2417,-102,54,81,380,6,7,55,-27.362595
2417,-102,44,81,380,5,14,55,-21.407303
2417,-102,55,79,382,5,0,53,-15.513672
2417,-102,44,78,383,5,3,53,-12.149582
2417,-102,79,81,380,6,0,56,-6.730721
2417,-102,33,80,380,5,3,55,-21.017883
2417,-102,76,78,383,6,2,54,-12.932068
2417,-102,62,78,382,6,2,53,-14.518761
2417,-102,46,78,383,5,1,52,-24.628426
2417,-102,40,81,380,6,4,57,-27.736481
2417,-102,47,81,380,5,3,56,-22.375900
2417,-102,45,78,382,6,1,53,-18.086639
2417,-102,33,81,380,4,8,55,-28.638733
2417,-102,54,81,380,34,12,57,12.887794
2417,-102,81,78,383,7,2,56,-11.692322
2417,-102,70,79,382,8,13,56,-6.819199
2417,-102,58,81,380,5,13,56,-21.250549
2417,-102,51,81,380,5,13,55,-14.124878
2417,-102,41,81,380,5,12,55,-17.531219
2417,-102,46,81,380,3,7,55,-23.839478
2417,-102,46,81,380,4,14,56,-10.818459
2417,-102,51,81,380,5,5,54,-20.508392
2417,-102,57,81,380,4,6,55,-13.732010
2417,-102,54,81,380,6,12,59,-17.678024
2417,-102,88,66,395,18,7,53,7.051796
2417,-102,115,64,397,20,9,53,12.974991
2417,-102,112,63,398,22,19,50,-inf
2417,-102,32,79,381,8,11,57,-17.022751
2417,-102,42,81,380,5,12,55,-9.219635
2417,-102,36,81,380,4,10,54,-10.388489
2417,-102,55,81,380,4,13,55,-17.307358
2417,-102,46,81,380,5,14,56,-13.661690
2417,-102,86,80,380,6,13,57,-5.136093
2417,-102,39,81,380,5,10,55,-11.229614
2417,-102,50,81,380,4,11,55,-12.320633
2417,-102,40,81,380,5,12,55,-9.595810
2417,-102,90,78,383,8,8,57,-2.253059
2417,-102,75,76,384,10,10,54,-1.949768
2417,-102,91,66,394,18,14,50,5.508011
2417,-102,27,81,380,5,11,54,-20.075188
2417,-102,33,81,380,6,11,55,-11.870346
2417,-102,49,81,380,6,14,56,-21.203659
2417,-102,34,81,380,5,13,55,-9.358643
2417,-102,40,81,380,4,11,54,-13.816116
2417,-102,32,81,380,5,9,54,-14.180962
2417,-102,47,81,380,5,7,54,-15.661186
2417,-102,38,81,380,5,13,55,-20.899498
2417,-102,77,79,381,5,4,51,-inf
2417,-102,57,81,380,3,8,55,-18.492195
2417,-102,111,61,400,24,8,50,19.654312
2417,-102,95,61,400,24,13,51,13.456421
2417,-102,112,70,390,13,14,49,-inf
2417,-102,133,72,388,11,9,52,0.554604
2417,-102,43,81,380,4,10,55,-12.859901
2417,-102,50,81,380,4,10,55,-11.910645
2417,-102,30,81,380,5,10,55,-7.838028
2417,-102,47,81,380,4,11,54,-12.516655
2417,-102,50,81,380,5,1,54,-15.665329
2417,-102,83,79,381,7,7,55,-22.380188
2417,-102,109,69,392,17,14,53,6.299622
2417,-102,32,81,380,4,4,54,-18.038177
2417,-102,54,81,380,4,12,55,-12.789734
2417,-102,30,74,386,5,6,47,-18.222198
2417,-102,33,69,392,6,7,44,-inf
2417,-102,30,69,391,4,12,45,-11.017441
2417,-102,38,63,398,10,11,43,-inf
2417,-102,40,74,387,6,14,50,-13.357590
2417,-102,39,81,380,6,5,53,-18.361626
2417,-102,57,81,380,6,10,55,-16.044212
2417,-102,56,81,380,4,11,54,-14.787514
2417,-102,55,81,380,4,10,55,-16.379242
2417,-102,33,81,380,5,10,55,-10.621712
2417,-102,56,81,380,5,10,54,-12.252579
2417,-102,37,81,380,5,11,55,-13.034576
2417,-102,43,81,380,6,11,54,-13.432472
2417,-102,55,81,380,4,12,55,-23.113853
2417,-102,55,81,380,4,11,55,-12.950920
2417,-102,105,66,394,23,14,53,-14.338394
2417,-102,89,66,395,23,15,53,-inf
2417,-102,86,66,395,21,10,53,-inf
2417,-102,73,65,395,22,10,53,-14.370895
2417,-102,127,66,395,21,12,53,-16.560272
2417,-102,149,67,394,21,9,52,-inf
2417,-102,132,66,395,22,9,52,-15.698204
2417,-102,63,64,396,24,9,52,-inf
2417,-102,84,64,396,24,12,51,-11.347870
2417,-102,46,81,380,5,12,55,-11.894562
2417,-102,45,81,380,5,12,55,-21.329636
2417,-102,114,76,385,10,11,55,-19.396439
2417,-102,46,81,380,6,9,55,-14.455673
2417,-102,35,81,380,5,11,55,-17.506912
2417,-102,167,77,384,10,12,56,-24.736328
2417,-102,91,78,383,10,12,56,-7.753357
2417,-102,73,81,380,6,2,57,-3.893135
2417,-102,67,75,386,9,4,54,-2.660233
2417,-102,40,74,387,5,63,49,-19.377502
2417,-102,38,74,387,5,13,49,-8.222198
2417,-102,33,74,386,5,15,49,-13.662872
2417,-102,28,74,386,4,12,50,-16.021660
2417,-102,25,74,386,4,12,48,-20.727562
2417,-102,42,74,386,6,62,48,-9.300568
2417,-102,33,74,386,5,9,48,-19.082397
2417,-102,36,74,386,8,17,52,-10.049057
2417,-102,56,73,388,7,61,51,-12.138138
2417,-102,53,72,389,7,62,51,-8.257645
2417,-102,51,72,388,8,62,51,-15.979401
2417,-102,50,72,388,7,61,49,-9.507935
2417,-102,56,73,388,7,61,51,-5.430382
2417,-102,54,73,388,8,62,51,-7.759567
2417,-102,61,69,392,12,4,52,0.757401
2417,-102,80,70,390,12,0,51,0.519371
2417,-102,55,73,388,8,62,51,-5.324387
2417,-102,39,81,380,4,13,55,-12.407021
2417,-102,70,80,380,5,62,54,-11.410774
2417,-102,56,81,380,5,2,55,-17.777359
2417,-102,49,74,386,6,0,53,-18.026917
2417,-102,52,76,384,6,62,53,-7.510223
2417,-102,84,81,380,5,0,56,-10.425461
2417,-102,110,66,395,19,10,52,8.168167
2417,-102,52,74,387,5,0,49,-8.324387
2417,-102,34,74,387,5,0,49,-6.373535
2417,-102,33,74,387,4,1,50,-9.286346
2417,-102,40,74,387,7,2,51,-inf
2417,-102,119,73,387,11,3,53,-7.419846
2417,-102,32,74,387,7,1,49,-5.886406
2417,-102,145,67,394,17,7,55,11.259689
2417,-102,118,64,397,20,11,51,15.032242
2417,-102,29,69,391,4,3,46,-9.617279
2417,-102,32,69,391,6,7,46,-inf
2417,-102,39,69,391,5,62,45,-14.030899
2417,-102,27,69,391,5,1,44,-14.590416
2417,-102,63,57,403,22,10,46,14.596375
2417,-102,46,57,403,22,9,47,13.106979
