freq1,noise,max_magnitude,total_gain_db,base_pwr_db,rssi,relpwr_db,avgpwr_db,snr
2412,-95,53,74,380,6,9,49,-7.979401
2412,-95,52,74,380,7,11,49,-inf
2412,-95,56,74,380,5,10,49,-12.888748
2412,-95,56,74,380,6,9,48,-5.760910
2412,-95,54,74,380,6,13,49,-9.426865
2412,-95,50,74,380,5,11,49,-13.736115
2412,-95,47,74,380,5,10,48,-12.835464
2412,-95,61,74,380,5,12,49,-18.617279
2412,-95,51,74,380,5,11,48,-7.414841
2412,-95,62,74,380,6,11,49,-12.808136
2412,-95,63,74,380,5,11,49,-12.888748
2412,-95,56,74,380,6,10,49,-12.095596
2412,-95,47,74,380,3,12,49,-21.668678
2412,-95,60,74,380,3,9,49,-inf
2412,-95,61,74,380,6,11,49,-19.105453
2412,-95,63,74,380,5,13,50,-19.955444
2412,-95,59,74,380,4,11,49,-20.183014
2412,-95,52,74,380,4,11,49,-11.300568
2412,-95,62,74,380,6,12,50,-5.179337
2412,-95,66,74,380,5,9,49,-13.388489
2412,-95,48,74,380,5,10,50,-20.843315
2412,-95,56,74,380,7,10,49,-7.259689
2412,-95,59,74,380,5,12,49,-13.211861
2412,-95,55,74,380,4,8,48,-inf
2412,-95,56,74,380,5,12,50,-inf
2412,-95,52,74,380,5,9,48,-12.888748
2412,-95,51,74,380,6,12,49,-18.313637
2412,-95,58,74,380,4,11,48,-19.979401
2412,-95,49,74,380,5,8,48,-inf
2412,-95,60,74,380,6,11,48,-16.833008
2412,-95,49,74,380,6,11,50,-13.614212
2412,-95,59,74,380,6,12,48,-17.443924
2412,-95,41,74,380,6,11,49,-11.906372
2412,-95,59,74,380,5,11,50,-9.913612
2412,-95,62,74,380,6,12,50,-7.485481
2412,-95,54,74,380,6,10,49,-12.706963
2412,-95,61,74,380,6,10,49,-18.099335
2412,-95,59,74,380,6,10,50,-12.976273
2412,-95,54,74,380,6,12,49,-12.309097
2412,-95,45,74,380,5,10,48,-12.596680
2412,-95,53,74,380,5,11,48,-6.850464
2412,-95,48,74,380,5,12,49,-13.260750
