freq1,noise,max_magnitude,total_gain_db,base_pwr_db,rssi,relpwr_db,avgpwr_db,snr
5845,-102,41,54,406,26,11,53,12.703766
2412,-95,39,81,373,4,9,53,-16.500786
2412,-95,44,81,373,4,12,54,-8.231331
2412,-95,27,81,373,1,8,54,-15.398849
2412,-95,44,81,373,3,12,54,-15.765068
2412,-95,48,81,373,2,11,54,-12.118942
2412,-95,34,81,373,1,9,54,-20.796158
2412,-95,37,81,373,3,10,55,-17.245377
2412,-95,47,81,373,1,11,54,-17.706970
2412,-95,38,81,373,4,8,54,-11.217918
2412,-95,36,81,373,2,9,54,-28.704071
2412,-95,39,81,373,3,10,53,-10.239044
2412,-95,36,81,373,2,9,54,-19.485336
2412,-95,42,81,373,2,11,54,-9.048279
2412,-95,40,81,373,3,11,54,-8.956604
2412,-95,42,81,373,2,10,54,-16.662872
2412,-95,35,81,373,1,11,54,-16.607239
2412,-95,41,81,373,1,13,56,-17.302032
2412,-95,53,81,373,2,9,54,-16.423752
2412,-95,41,81,373,2,13,55,-11.349564
2412,-95,38,81,373,1,13,56,-17.242561
2412,-95,44,81,373,4,8,54,-13.298126
2412,-95,44,81,373,2,10,54,-22.818008
2412,-95,55,81,373,3,11,56,-17.614059
2412,-95,49,81,373,3,11,55,-16.848083
2412,-95,27,81,373,3,9,54,-21.892555
2412,-95,37,81,373,3,10,54,-21.867844
2412,-95,51,81,373,1,12,55,-15.434525
2412,-95,41,81,373,2,10,54,-11.933060
2412,-95,50,81,373,1,11,54,-29.565239
2412,-95,47,81,373,1,13,56,-21.853073
2412,-95,49,81,373,2,10,55,-19.862656
2412,-95,52,81,373,2,11,54,-12.115509
2412,-95,38,81,373,3,11,54,-10.399986
2412,-95,49,81,373,1,9,55,-18.518234
2412,-95,40,81,373,3,11,54,-21.687164
2412,-95,46,81,373,2,9,54,-22.537003
2412,-95,41,81,373,2,8,54,-14.979263
2412,-95,43,81,373,3,8,53,-15.447098
2412,-95,38,81,373,2,10,54,-15.790192
2412,-95,49,81,373,1,11,55,-15.266823
2412,-95,46,81,373,1,10,55,-16.979599
2412,-95,41,81,373,2,12,54,-28.916672
2412,-95,32,81,373,2,8,54,-28.927208
2412,-95,37,81,373,2,12,54,-13.257645
2412,-95,51,81,373,2,12,55,-20.183601
2412,-95,41,81,373,2,10,55,-12.809448
2412,-95,40,81,373,1,11,54,-11.031128
2412,-95,31,81,373,2,9,53,-15.708519
2412,-95,51,81,373,2,8,54,-13.788300
2412,-95,58,81,373,2,12,54,-22.810844
2412,-95,58,81,373,3,9,54,-15.158264
2412,-95,40,81,373,2,8,54,-16.903511
2412,-95,40,81,373,1,12,53,-16.539658
2412,-95,42,81,373,2,10,54,-19.630287
2412,-95,54,81,373,2,10,55,-17.876106
2412,-95,57,81,373,3,12,55,-16.197319
2412,-95,43,81,373,1,11,55,-11.483665
2412,-95,49,81,373,3,11,55,-16.210358
2412,-95,61,81,373,2,10,54,-23.474670
2412,-95,51,81,373,2,9,54,-19.296181
2412,-95,58,81,373,3,12,55,-12.788300
2412,-95,49,81,373,2,10,53,-17.664024
2412,-95,44,81,373,3,11,55,-14.065475
2412,-95,44,81,373,2,10,55,-20.471542
2412,-95,56,81,373,3,10,54,-18.011353
2412,-95,32,81,373,2,9,53,-15.781509
2412,-95,44,81,373,2,10,54,-9.205742
2412,-95,39,81,373,2,10,54,-15.537361
2412,-95,58,81,373,3,9,54,-15.857849
2412,-95,27,81,373,2,10,53,-11.480263
2412,-95,44,81,373,1,10,54,-11.316452
2412,-95,31,81,373,3,9,54,-11.744537
2412,-95,58,81,373,2,12,54,-13.318336
2412,-95,55,81,373,3,9,55,-11.645317
2412,-95,42,81,373,2,8,54,-23.088661
2412,-95,54,81,373,2,11,54,-10.081223
2412,-95,56,81,373,2,13,55,-13.382042
2412,-95,50,81,373,3,10,54,-15.754234
2412,-95,53,81,373,0,12,56,-22.590096
2412,-95,43,81,373,1,11,55,-20.430145
2412,-95,51,81,373,1,9,55,-18.584442
2412,-95,50,81,373,3,14,56,-12.160896
2412,-95,42,81,373,2,11,55,-9.911957
2412,-95,50,81,373,1,9,54,-20.563469
2412,-95,42,81,373,3,11,54,-21.529358
2412,-95,43,81,373,3,11,53,-15.268845
2412,-95,46,81,373,3,9,54,-18.285431
2412,-95,39,81,373,3,12,55,-12.882713
2412,-95,51,81,373,3,10,54,-14.997711
2412,-95,55,81,373,2,9,54,-11.460335
2412,-95,59,81,373,4,10,54,-16.718819
2412,-95,39,81,373,1,10,54,-18.426285
2412,-95,35,81,373,3,9,54,-10.693672
2412,-95,47,81,373,2,12,54,-22.734871
2412,-95,47,81,373,4,10,55,-18.284576
2412,-95,51,81,373,4,10,54,-17.475044
2412,-95,48,81,373,2,12,55,-19.673172
2412,-95,40,81,373,2,11,55,-14.839966
2412,-95,56,81,373,1,10,55,-15.047653
2412,-95,48,81,373,1,11,55,-14.746742
2412,-95,48,81,373,1,8,53,-10.407639
2412,-95,63,81,373,3,11,55,-21.517868
2412,-95,60,81,373,1,10,54,-15.232491
2412,-95,43,81,373,3,10,55,-14.993408
2412,-95,41,81,373,2,10,54,-19.068329
2412,-95,30,81,373,2,9,54,-14.951309
2412,-95,42,81,373,2,8,55,-23.535797
2412,-95,41,81,373,2,11,54,-19.271042
2412,-95,40,81,373,2,12,54,-29.335388
2412,-95,52,81,373,1,9,55,-19.250496
2412,-95,51,81,373,1,11,54,-29.449318
2412,-95,48,81,373,2,10,55,-17.626060
2412,-95,50,81,373,1,8,53,-19.052757
2412,-95,37,81,373,1,11,55,-16.275414
2412,-95,50,81,373,2,12,54,-16.297058
2412,-95,43,81,373,1,10,55,-inf
2412,-95,48,81,373,2,9,54,-14.285934
2412,-95,47,81,373,3,10,54,-13.524399
2412,-95,49,81,373,2,10,55,-29.616669
2412,-95,48,81,373,3,13,56,-17.905670
2412,-95,37,81,373,1,9,53,-29.625824
2412,-95,45,81,373,255,10,54,237.975693
2412,-95,35,81,373,3,11,54,-22.044708
2412,-95,48,81,373,2,12,55,-17.640823
2412,-95,46,81,373,2,9,54,-14.779716
2412,-95,47,81,373,2,12,55,-12.747513
2412,-95,54,81,373,4,10,54,-20.582603
2412,-95,31,81,373,3,10,55,-12.956795
2412,-95,42,81,373,4,11,54,-17.090904
2412,-95,45,81,373,1,11,54,-24.132172
2412,-95,40,81,373,2,10,55,-23.453072
2412,-95,52,81,373,0,11,55,-21.722137
2412,-95,46,81,373,1,12,55,-21.295959
2412,-95,31,81,373,2,10,54,-11.149841
2412,-95,65,81,373,2,11,55,-15.055222
2412,-95,48,81,373,2,11,55,-17.469437
2412,-95,57,81,373,2,11,55,-20.020035
2412,-95,61,81,373,1,13,55,-16.466339
2412,-95,58,81,373,2,7,54,-23.031097
2412,-95,38,81,373,2,13,56,-20.863068
2412,-95,45,81,373,2,12,55,-20.241585
2412,-95,60,81,373,3,8,54,-14.853302
2412,-95,40,81,373,2,11,54,-16.761459
2412,-95,46,81,373,1,12,55,-21.107048
2412,-95,55,81,373,2,9,55,-15.349594
2412,-95,50,81,373,2,9,54,-19.281837
2412,-95,58,81,373,3,11,55,-9.815659
2412,-95,39,81,373,2,12,55,-18.141525
2412,-95,39,81,373,2,10,53,-inf
2412,-95,36,81,373,2,10,54,-28.224281
2412,-95,33,81,373,1,8,55,-20.783371
2412,-95,40,81,373,2,11,54,-16.481888
2412,-95,42,81,373,2,11,55,-10.391907
2412,-95,43,81,373,3,9,54,-16.281395
2412,-95,53,81,373,3,13,55,-22.760529
2412,-95,50,81,373,2,11,54,-19.468170
2412,-95,48,81,373,2,9,54,-13.981216
2412,-95,23,81,373,2,13,55,-20.101105
2412,-95,36,81,373,3,10,55,-16.805717
2412,-95,37,81,373,1,9,53,-16.676193
2412,-95,32,81,373,0,9,54,-31.182648
2412,-95,52,81,373,4,10,54,-21.333908
2412,-95,54,81,373,2,12,55,-17.673141
2412,-95,51,81,373,2,11,56,-14.622330
2412,-95,48,81,373,3,8,54,-15.166557
2412,-95,39,81,373,1,10,54,-20.620331
2412,-95,42,81,373,2,9,54,-inf
2412,-95,29,81,373,2,8,54,-13.318336
2412,-95,45,81,373,3,10,54,-16.527321
2412,-95,58,81,373,2,11,53,-18.234810
2412,-95,36,81,373,1,9,53,-23.345688
2412,-95,47,81,373,1,10,55,-25.451767
2412,-95,48,81,373,2,11,55,-17.444824
2412,-95,38,81,373,1,9,55,-13.211929
2412,-95,31,81,373,4,12,55,-21.699585
2412,-95,33,81,373,0,11,54,-14.142914
2412,-95,39,81,373,3,8,54,-13.661430
2412,-95,35,81,373,3,11,55,-22.496162
2412,-95,59,81,373,1,13,54,-14.185135
2412,-95,38,81,373,3,8,54,-12.659134
2412,-95,35,81,373,2,13,56,-30.748505
2412,-95,48,81,373,2,11,54,-29.423897
2412,-95,32,81,373,2,8,55,-18.125732
2412,-95,41,81,373,1,10,54,-24.529724
2412,-95,34,81,373,3,11,55,-22.330727
2412,-95,39,81,373,3,10,56,-15.640366
2412,-95,22,81,373,1,11,55,-16.628281
2412,-95,42,81,373,4,10,54,-27.085648
2412,-95,53,81,373,3,9,55,-21.756714
2412,-95,38,81,373,1,9,54,-16.355988
2412,-95,43,81,373,3,11,54,-13.290016
2412,-95,34,81,373,3,8,53,-26.818192
2412,-95,51,81,373,1,13,55,-14.788300
2412,-95,49,81,373,3,9,54,-27.976044
2412,-95,44,81,373,2,9,55,-15.909882
2412,-95,52,81,373,2,12,54,-18.926422
2412,-95,42,81,373,3,11,55,-14.365555
2412,-95,53,81,373,3,10,54,-12.006020
2412,-95,40,81,373,2,11,54,-15.419388
2412,-95,48,81,373,2,9,54,-29.169395
2412,-95,41,81,373,2,10,54,-18.739212
2412,-95,39,81,373,2,12,54,-17.144753
2412,-95,50,81,373,2,9,54,-19.433617
2417,-102,39,81,380,4,13,55,-10.651970
2417,-102,52,81,380,4,11,55,-15.094894
2417,-102,28,81,380,5,12,55,-21.148972
2417,-102,30,81,380,5,11,54,-25.663261
2417,-102,50,81,380,5,11,55,-11.371002
2417,-102,42,81,380,3,12,54,-18.388283
2417,-102,37,81,380,5,13,54,-6.932617
2417,-102,39,81,380,5,11,54,-19.738518
2417,-102,61,81,380,3,11,55,-13.365433
2417,-102,42,81,380,4,11,55,-18.363693
2417,-102,42,81,380,6,12,55,-15.757690
2417,-102,56,81,380,4,13,54,-16.807861
2417,-102,46,81,380,4,12,55,-15.441742
2417,-102,47,81,380,5,12,55,-inf
2417,-102,49,81,380,6,12,54,-0.680367
2417,-102,50,81,380,5,13,55,-14.822708
2417,-102,37,81,380,4,10,53,-11.897263
2417,-102,42,81,380,4,12,54,-inf
2417,-102,28,81,380,3,13,54,-18.049423
2417,-102,67,81,380,5,13,55,-17.512329
2417,-102,52,81,380,4,13,54,-14.871956
2417,-102,59,81,380,5,11,54,-15.632080
2417,-102,41,81,380,4,12,55,-21.340256
2417,-102,51,81,380,6,11,54,-12.938309
2417,-102,45,81,380,4,13,54,-15.533371
2417,-102,50,81,380,4,12,55,-12.930229
2417,-102,36,81,380,4,13,55,-12.624954
2417,-102,39,81,380,5,13,55,-11.263977
