freq1,noise,max_magnitude,total_gain_db,base_pwr_db,rssi,relpwr_db,avgpwr_db,snr
2412,-95,59,74,379,255,11,50,242.155701
2412,-95,63,74,379,0,6,52,-15.645187
2412,-95,57,74,379,1,13,51,-14.143822
2412,-95,59,74,379,254,12,51,236.895996
2412,-95,55,74,379,254,5,51,237.598495
2412,-95,50,74,379,254,12,51,232.979095
2412,-95,51,74,379,255,9,50,235.835464
2412,-95,72,74,379,0,7,51,-17.634277
2412,-95,64,74,379,0,14,52,-21.437950
2412,-95,63,74,379,255,10,50,229.023041
2412,-95,66,74,379,255,8,51,237.622772
2412,-95,63,74,379,0,10,50,-25.037903
2412,-95,70,74,379,0,8,51,-17.178551
2412,-95,61,74,379,255,9,51,-inf
2412,-95,65,74,379,253,11,51,238.042816
2412,-95,55,74,379,255,11,52,239.685211
2412,-95,62,74,379,0,8,50,-19.967300
2412,-95,62,74,379,254,11,51,243.467072
2412,-95,68,74,379,255,9,51,228.187592
2412,-95,56,74,379,0,11,51,-20.242805
2412,-95,65,74,379,255,11,51,234.914001
2412,-95,63,74,379,0,8,51,-13.924774
2412,-95,66,74,379,254,10,52,226.949921
2412,-95,55,74,379,255,12,51,233.802490
2412,-95,58,74,379,255,11,51,244.198135
2412,-95,62,74,379,1,11,51,-16.377228
2412,-95,64,74,379,255,8,51,234.136398
2412,-95,62,74,379,255,11,50,235.969101
2412,-95,61,74,379,255,8,51,238.836990
2412,-95,61,74,379,0,8,51,-26.893089
2412,-95,59,74,379,254,12,51,236.374039
2412,-95,67,74,379,0,10,51,-16.941177
2412,-95,60,74,379,255,8,51,234.696030
2412,-95,65,74,379,1,12,51,-16.732986
2412,-95,65,74,379,0,11,52,-10.548782
2412,-95,56,74,379,0,9,51,-14.974480
2412,-95,59,74,379,255,10,51,242.695511
2412,-95,67,74,379,255,8,51,234.576218
2412,-95,71,74,379,0,10,52,-13.706985
2412,-95,61,74,379,254,11,50,241.991501
2412,-95,66,74,379,0,7,51,-20.232529
2412,-95,69,74,379,255,9,51,234.118637
2412,-95,77,74,379,254,13,52,236.613953
2412,-95,66,74,379,255,5,51,234.798462
2412,-95,58,74,379,255,11,51,237.449722
2412,-95,68,74,379,254,10,51,228.100510
2412,-95,65,74,379,254,7,52,237.972626
2412,-95,74,74,379,255,12,52,239.814865
2412,-95,57,74,379,255,11,51,234.498138
2412,-95,60,74,379,255,6,51,237.365723
2412,-95,63,74,379,255,10,50,229.736603
2412,-95,60,74,379,1,13,52,-20.731857
2412,-95,49,74,379,255,6,51,240.934601
2412,-95,59,74,379,255,11,51,238.000656
2412,-95,58,74,379,255,10,52,228.062729
2412,-95,58,74,379,0,5,51,-26.560982
2412,-95,66,74,379,253,12,52,232.318146
2412,-95,52,74,379,255,12,51,237.622772
2412,-95,52,74,379,0,7,51,-16.911797
2412,-95,54,74,379,0,12,51,-13.581726
2412,-95,71,74,379,254,12,52,226.343307
2412,-95,54,74,379,254,8,51,244.745911
2412,-95,61,74,379,252,12,51,235.167526
2412,-95,66,74,379,255,8,51,238.620651
2412,-95,69,74,379,255,8,51,245.107681
2412,-95,62,74,379,0,13,52,-17.724846
2412,-95,58,74,379,255,9,50,235.888428
2412,-95,52,74,379,0,10,51,-20.253059
2412,-95,68,74,379,0,10,51,-20.530785
2412,-95,54,74,379,255,10,51,228.316132
2412,-95,64,74,379,253,9,51,232.566376
2412,-95,69,74,379,1,12,52,-13.771210
2412,-95,59,74,379,255,5,50,-inf
2412,-95,64,74,379,255,9,51,234.956787
2412,-95,57,74,379,255,12,51,238.217850
2412,-95,63,74,379,255,6,51,238.489365
2412,-95,72,74,379,0,11,52,-11.469887
2412,-95,57,74,379,254,11,50,240.312485
2412,-95,59,74,379,255,7,50,244.403519
2412,-95,61,74,379,1,11,50,-14.984253
2412,-95,47,74,379,255,14,51,233.843903
2412,-95,72,74,379,255,5,51,240.798370
2412,-95,66,74,379,254,11,51,239.528412
2412,-95,64,74,379,0,14,51,-12.273727
2412,-95,55,74,379,255,6,51,228.685562
2412,-95,77,74,379,255,12,51,242.323593
2412,-95,66,74,379,0,12,52,-21.311371
2412,-95,73,74,379,0,8,51,-20.423782
2412,-95,67,74,379,0,10,52,-17.533272
2412,-95,58,74,379,255,11,51,228.124710
2412,-95,60,74,379,0,6,51,-15.051498
2412,-95,58,74,379,255,11,50,-inf
2412,-95,66,74,379,255,10,51,242.466614
2412,-95,66,74,379,255,6,51,242.947952
2412,-95,67,74,379,254,11,51,233.903366
2412,-95,64,74,379,255,11,52,244.396881
2412,-95,60,74,379,255,7,51,240.586975
