freq1,noise,max_magnitude,total_gain_db,base_pwr_db,rssi,relpwr_db,avgpwr_db,snr
2417,-108,106,69,398,22,10,53,16.401382
2422,-108,57,79,387,15,11,54,-12.665985
2427,-108,67,81,386,10,12,54,-11.030426
2432,-108,45,81,386,9,13,53,-14.820175
2437,-108,45,81,386,9,10,53,-10.917183
2442,-108,48,58,408,32,5,53,-inf
2447,-108,66,80,386,11,1,55,-9.057526
2452,-108,64,73,394,20,9,57,5.735825
2457,-108,74,81,386,9,14,55,-7.768768
2462,-108,77,62,405,29,18,54,23.529350
5180,-108,28,79,387,14,8,57,-6.125000
5180,-108,30,80,387,13,10,58,-16.013222
5180,-108,25,75,392,14,9,54,2.239090
5180,-108,35,78,389,14,8,57,-4.052361
5180,-108,43,81,386,12,9,60,-8.131813
5180,-108,40,80,386,13,8,58,-16.417603
5180,-108,36,81,386,11,9,59,-14.415009
5180,-108,31,79,387,13,9,57,-6.566483
5180,-108,55,82,385,12,10,61,-8.910568
5180,-108,26,78,389,15,8,56,-6.248711
5180,-108,34,80,386,14,9,59,-15.910049
5180,-108,31,79,388,13,7,57,1.199860
5180,-108,36,79,388,13,10,57,-5.111374
5180,-108,37,78,388,15,8,56,-7.739014
5180,-108,33,80,386,13,11,58,-16.206451
5180,-108,35,80,387,13,10,59,-1.717606
5180,-108,38,80,387,13,8,58,-5.891296
5180,-108,24,78,388,14,8,56,-0.750809
5180,-108,39,81,386,13,10,60,-4.001846
5180,-108,37,79,387,13,8,58,-8.039398
5180,-108,41,81,385,12,9,60,-11.007690
5180,-108,27,79,387,12,9,58,-5.337051
5180,-108,41,81,385,12,11,60,-11.274811
5180,-108,28,79,388,14,11,57,-7.543861
5180,-108,20,77,389,14,7,55,-18.260841
5180,-108,45,81,386,11,11,59,-5.359863
5180,-108,33,77,389,14,9,56,-5.263428
5180,-108,27,78,388,14,10,57,-1.751160
5180,-108,32,78,389,15,11,57,-2.345222
5180,-108,22,77,390,15,7,55,-7.880501
5180,-108,59,64,402,28,14,58,-2.471771
5180,-108,25,78,389,13,7,55,-3.847458
5180,-108,25,78,389,14,9,56,1.323593
5180,-108,29,78,389,13,10,57,-5.766663
5180,-108,30,78,389,13,9,56,-7.949516
5180,-108,41,78,389,14,10,57,-5.811844
5180,-108,26,78,389,13,8,55,-6.261368
5180,-108,31,78,389,13,9,57,-8.926025
5180,-108,34,78,389,13,9,56,-2.164528
5180,-108,31,78,389,14,9,56,-5.534698
5180,-108,47,78,389,13,11,57,-1.626976
5180,-108,27,78,389,14,11,57,-20.779892
5180,-108,44,78,389,13,9,57,-11.880798
5180,-108,54,78,389,14,10,57,-4.004883
5180,-108,41,78,389,12,9,57,-3.659958
5180,-108,39,78,389,11,8,57,-2.434006
5180,-108,27,78,389,13,10,58,-2.403755
5180,-108,43,78,389,15,11,58,1.423477
5180,-108,34,78,389,13,10,57,-6.486084
5180,-108,48,78,389,14,9,57,0.087120
5180,-108,43,75,392,15,10,55,-16.017471
5180,-108,40,80,387,14,12,59,-0.759132
5180,-108,41,79,388,15,9,57,6.249390
5180,-108,40,80,387,14,9,58,-12.204834
5180,-108,42,80,387,13,9,59,-0.966972
5180,-108,50,81,386,12,9,60,-19.271049
5180,-108,29,79,387,13,7,57,1.726311
5180,-108,36,79,387,14,9,57,0.016296
5180,-108,42,81,385,13,8,60,-1.186226
5180,-108,34,80,387,14,9,59,-15.790932
5180,-108,36,79,388,15,11,58,-2.388794
5180,-108,28,78,388,13,10,57,-8.996872
5180,-108,39,80,387,14,9,59,-1.253128
5180,-108,33,79,387,13,11,59,-9.240662
5180,-108,44,82,385,12,8,61,-1.888199
5180,-108,29,79,388,14,9,57,-6.114861
5180,-108,40,80,386,13,10,59,-18.088188
5180,-108,42,81,385,12,9,60,-2.462074
5180,-108,38,80,386,13,10,59,0.323593
5180,-108,45,81,386,13,8,59,-4.404602
5180,-108,41,81,386,12,10,59,-18.323166
5180,-108,32,78,388,13,8,57,-2.172119
5180,-108,44,82,385,12,9,61,-2.341202
5180,-108,27,77,389,14,8,55,-3.637268
5180,-108,26,78,388,13,10,57,0.152557
5180,-108,39,81,386,13,8,60,-2.383430
5180,-108,34,80,386,13,9,58,-8.302048
5180,-108,34,79,388,14,9,58,-7.490959
5180,-108,32,79,388,13,9,59,-13.091202
5180,-108,37,79,387,12,8,57,-8.751083
5180,-108,61,81,385,12,10,60,-inf
5180,-108,46,81,386,13,9,60,-6.377213
5180,-108,31,79,388,13,8,57,-7.572098
5180,-108,33,80,387,12,8,58,-11.474518
5180,-108,39,80,387,12,10,59,-3.866249
5180,-108,43,81,386,12,9,59,-1.718216
5180,-108,35,79,388,12,9,57,-16.337845
5180,-108,37,79,387,13,9,58,-5.507584
5180,-108,44,81,385,12,10,60,-18.908752
5180,-108,41,81,386,12,9,59,-2.738922
5180,-108,29,79,388,14,10,58,-2.655518
5180,-108,32,78,389,14,9,57,-5.609467
5180,-108,34,79,388,14,8,57,-3.885147
5180,-108,43,81,386,12,9,59,-8.254730
5180,-108,44,80,387,13,7,58,-1.978966
5180,-108,35,80,387,12,9,58,-4.222260
5180,-108,37,81,386,12,8,60,-6.746086
5180,-108,26,78,388,14,9,56,-0.517288
5180,-108,31,80,386,12,9,59,-10.013969
5180,-108,34,79,387,14,9,57,-14.124115
5180,-108,46,81,386,14,9,59,-1.847610
5180,-108,37,78,389,14,9,57,-6.275940
5180,-108,37,80,386,12,8,59,-6.987473
5180,-108,34,81,385,12,7,59,-6.197495
5180,-108,32,79,387,14,10,58,-1.232262
5180,-108,35,80,387,13,10,60,-14.311401
5180,-108,32,79,388,13,10,58,-4.042313
5180,-108,45,80,387,14,9,59,-4.556328
5180,-108,46,80,386,13,7,58,-5.271317
5180,-108,37,79,387,14,11,58,-7.601685
5180,-108,31,80,386,13,8,58,-2.022903
5180,-108,61,83,384,10,8,61,-14.105408
5180,-108,35,80,386,12,9,59,-4.269562
5180,-108,31,79,388,14,9,58,-5.726143
5180,-108,36,80,386,11,10,58,-6.555176
5180,-108,44,80,386,13,10,59,-3.474808
5180,-108,34,80,387,12,9,58,-13.684624
5180,-108,34,80,386,13,8,58,-10.806633
5180,-108,45,81,385,13,9,59,-6.633057
5180,-108,47,81,386,12,10,60,-9.944366
5180,-108,30,79,387,13,9,57,-7.527710
5180,-108,44,81,386,12,8,59,-5.751923
5180,-108,38,79,388,14,7,57,1.191879
5180,-108,43,80,387,13,8,58,-12.811783
5180,-108,37,80,386,14,9,60,-8.727692
5180,-108,35,80,386,13,7,58,-4.843277
5180,-108,31,80,386,12,8,58,-13.637444
5180,-108,31,79,388,12,9,58,-13.636124
5180,-108,29,79,388,14,9,57,-8.345810
5180,-108,35,80,387,14,10,58,-7.007843
5180,-108,33,79,388,14,8,57,-11.450317
5180,-108,37,80,386,13,9,59,-2.771469
5180,-108,40,80,387,14,7,58,2.003555
5180,-108,28,79,387,13,9,57,-2.017853
5180,-108,39,81,386,12,9,60,-13.340263
5180,-108,41,81,385,12,9,59,-6.662872
5180,-108,38,80,387,13,11,59,-11.610855
5180,-108,30,79,387,14,9,58,-5.545105
5180,-108,31,80,387,13,9,58,-2.490036
5180,-108,49,81,386,13,10,61,2.160690
5180,-108,28,79,387,13,9,57,-2.901939
5180,-108,39,81,385,13,9,60,-3.434525
5180,-108,41,71,396,15,11,51,-6.222160
5180,-108,42,75,391,14,9,54,-3.082504
5180,-108,41,75,391,13,11,55,-0.393272
5180,-108,28,75,391,14,9,53,-16.322159
5180,-108,28,75,391,13,9,54,-0.889847
5180,-108,24,75,391,12,9,53,-7.936813
5180,-108,38,75,391,14,8,54,-2.884201
5180,-108,26,75,391,13,10,53,-11.756714
5180,-108,39,75,391,12,10,54,-1.636505
5180,-108,29,75,391,11,9,53,-13.690857
5180,-108,38,75,391,11,12,54,-3.207298
5180,-108,32,75,391,12,9,53,-17.637878
5180,-108,34,75,391,13,11,55,-4.079102
5180,-108,34,75,391,13,7,53,-0.468315
5180,-108,29,75,391,14,8,53,2.877098
5180,-108,32,75,391,13,10,54,-11.381470
5180,-108,30,75,391,13,9,54,-0.954514
5180,-108,30,75,391,13,10,54,-0.030609
5180,-108,31,75,391,14,11,54,-2.869934
5180,-108,32,75,391,11,10,54,-19.913155
5180,-108,21,75,391,13,8,53,-5.352943
5180,-108,35,75,391,13,8,54,-17.591843
5180,-108,25,75,391,13,11,54,-1.827148
5180,-108,41,75,391,14,9,54,-16.766403
